Volatility_Target,RSI_Target,SMA_Target,Return_Target,Volume_Target,Volatility_SPY,RSI_SPY,SMA_SPY,Return_SPY,Volume_SPY
0.031480091314200626,85.43481702041048,35.243936357044035,0.01651561211003029,235789500,0.020016791164937084,38.096462657556565,300.51309494745163,-0.016116174353736617,113845600
0.14438460423396185,91.64010007660362,36.35422207060314,0.15780255905040316,705975000,0.00907072221923022,44.46449993027532,300.4802711123512,0.0023812865289551976,69083000
0.15231217267773056,93.9399474872869,37.7639045715332,0.004643491956758814,914082000,0.006959243183347083,54.81185808042981,300.7713114420573,0.0030176188382762432,62573200
0.19309922971619603,66.07927256785636,38.66282517569406,-0.10757232435825766,726357000,0.007270272837392289,60.853853422448644,301.1748293922061,0.0017756534065625864,65951100
0.14530814938469444,67.06384621400775,39.55139668782552,0.07006522570166027,598212000,0.004161969587139158,62.447636562759286,301.6671883719308,0.00020965925983334972,50359700
0.0531366918548257,66.93326434409433,40.36387289138067,0.023981915656787537,255952500,0.00719441313376551,58.37937360689514,302.00636509486606,-0.0018628541059538036,64139400
0.08763355403311572,68.64773321556605,41.284317379906064,-0.03589997377157149,370338000,0.010637019351325471,62.08527729609008,302.35779971168154,0.010415667587547025,42070000
0.032942516262328594,68.8798189104715,42.224729992094495,0.007271141794484629,175462500,0.0069796464526934105,62.91694772245331,302.7757597423735,-0.0026772783397187886,54864500
0.03438074808165786,67.6464457495145,42.99434916178385,-0.013601251233608528,180337500,0.003615675336828953,65.91511458284494,303.1902160644531,0.0017517052489095437,43992700
0.10323382429532363,70.58353943735001,43.83904756818499,0.08379159424506467,394339500,0.007595079739916927,64.97229495963487,303.6107991536458,0.003572953788392285,54501900
0.03433620821972518,69.8450944447616,44.73279371715727,0.01627245375251487,235405500,0.0045319868235657625,65.76352372470834,304.0226309640067,0.0002666479075780081,64582200
0.03219944076732477,74.13049387407216,45.827746073404946,0.01996195818527925,245725500,0.007305621395166226,63.28355441861489,304.2769034249442,0.0006537731845073845,57226200
0.0476989568314901,77.59728977450024,47.1195555187407,-0.0065836677750975075,381345000,0.004728898750532762,65.85002413159282,304.5565665108817,0.0016281943783296347,48814700
0.05788236141386276,74.32412069346643,48.23768252418155,-0.013750730118517475,264523500,0.014720349585886552,61.83159470811148,304.80384463355654,-0.0023390124065425406,74163400
0.036193115813448855,74.42667968706937,49.28987285069057,-0.0065933050963798015,214722000,0.00968577090055483,53.117269340607,304.89750308082216,-0.005931946901761174,113788200
0.04953287011060468,62.97560165118176,50.12031718662807,-0.006209817802969026,227883000,0.03821105021751405,35.799092072482765,304.49048578171505,-0.0022281400880867067,161088400
0.08700978007702741,58.121088544897425,50.86663455054874,-0.05782097207385416,259357500,0.04132411054654927,27.324167480186205,303.78498912992933,-0.03485215922650369,218913200
0.047765859868942516,55.262614548820856,51.56752341134207,-0.004728493864687255,211282500,0.023788035776986457,26.528118697234092,303.25980486188615,-0.008530118843521908,194773800
0.10422685594644031,44.19609041611467,51.92339651925223,-0.06986304322692026,364158000,0.04722526077034238,19.199659522056322,301.9739757719494,-0.02602626174243928,284353500
0.11826524153606344,43.16903379693366,52.19958695911226,0.060806711250222065,363343500,0.04168637580646097,18.702544889644017,300.64526221865697,0.026186343051389747,384975800
0.07667896663065989,51.505698458535605,52.52596791585287,0.04549680700238267,302925000,0.04755900346564933,36.7930539663475,299.8316592261905,0.03648437408057621,238703600
0.12188975872709638,51.696392463930806,52.82736478533064,-0.07390061197457137,386760000,0.05418994651902006,31.573895281839853,298.89114525204616,-0.02991925610864305,300139100
0.05575715683261134,52.12440480693528,52.73053941272554,-0.018927705881035584,225735000,0.031228089205052524,43.81362703766186,298.39834885370163,0.022017477923305346,176613400
0.03820354575101716,49.188136482671396,52.21460287911551,0.0010638956416171436,162790500,0.02797061328468175,37.81116057389764,297.2341904413132,-0.008262900650767464,186366800
0.03231075391298208,46.792983557342545,52.1154917762393,0.019536225692085598,189943500,0.028743320239958906,35.30676266978975,295.68489728655135,0.014702362777860738,228667200
0.09539478823253718,37.8050200486235,51.667999630882626,0.004311265159206224,256105500,0.03916416804909971,26.518651194624226,293.0699157714844,-0.0038865850130195443,309417300
0.09297568824288154,42.45863997676554,51.34184083484468,-0.021382157383806062,233916000,0.05207679188127931,36.85761134453141,291.1538739885603,0.013279927574362997,276444100
0.06398301403296454,41.46514157559413,50.906761532738095,-0.009325182918665256,199837500,0.040311992087408696,32.04628670635019,288.51395016624815,-0.022586485855912972,255316300
0.08607608917674299,35.52322813632183,50.227936154320126,-0.035015306169188506,283636500,0.07649837144668582,25.383979893685265,284.6998022170294,-0.030820310115814216,392220700
